job_id,method,iteration,flow_time,step_size,normalized_gap,resolution_floor
F2global_d50_k100_rho1,FR--R,88.0,84.41522367693038,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,89.0,85.37448758235004,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,90.0,86.3337514877697,0.9592639054196634,-2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,91.0,87.29301539318938,0.9592639054196634,-2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,92.0,88.25227929860904,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,93.0,89.2115432040287,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,94.0,90.17080710944836,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,95.0,91.13007101486802,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,96.0,92.08933492028768,0.9592639054196634,2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,97.0,93.04859882570736,0.9592639054196634,2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,98.0,94.00786273112702,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,99.0,94.96712663654668,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,100.0,95.92639054196634,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,101.0,96.885654447386,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,102.0,97.84491835280568,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,103.0,98.80418225822534,0.9592639054196634,-2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,104.0,99.763446163645,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,105.0,100.72271006906466,0.9592639054196634,2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,106.0,101.68197397448432,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,107.0,102.64123787990398,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,108.0,103.60050178532366,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,109.0,104.55976569074332,0.9592639054196634,2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,110.0,105.51902959616298,0.9592639054196634,2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,111.0,106.47829350158264,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,112.0,107.4375574070023,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,113.0,108.39682131242196,0.9592639054196634,-2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,114.0,109.35608521784164,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,115.0,110.3153491232613,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,116.0,111.27461302868096,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,117.0,112.23387693410062,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,118.0,113.19314083952028,0.9592639054196634,-2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,119.0,114.15240474493994,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,120.0,115.11166865035962,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,121.0,116.07093255577928,0.9592639054196634,-2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,122.0,117.03019646119894,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,123.0,117.9894603666186,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,124.0,118.94872427203826,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,125.0,119.90798817745792,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,126.0,120.8672520828776,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,127.0,121.82651598829726,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,128.0,122.78577989371692,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,129.0,123.74504379913658,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,130.0,124.70430770455624,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,131.0,125.66357160997592,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,132.0,126.62283551539558,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,133.0,127.58209942081524,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,134.0,128.54136332623492,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,135.0,129.50062723165456,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,136.0,130.45989113707424,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,137.0,131.41915504249388,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,138.0,132.37841894791356,0.9592639054196634,2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,139.0,133.3376828533332,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,140.0,134.29694675875288,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,141.0,135.25621066417256,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,142.0,136.2154745695922,0.9592639054196634,2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,143.0,137.17473847501188,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,144.0,138.13400238043153,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,145.0,139.0932662858512,0.9592639054196634,2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,146.0,140.05253019127088,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,147.0,141.01179409669052,0.9592639054196634,-2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,148.0,141.9710580021102,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,149.0,142.93032190752984,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,150.0,143.88958581294952,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,151.0,144.84884971836917,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,152.0,145.80811362378884,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,153.0,146.76737752920852,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,154.0,147.72664143462816,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,155.0,148.68590534004784,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,156.0,149.64516924546749,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,157.0,150.60443315088716,0.9592639054196634,-2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,158.0,151.56369705630684,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,159.0,152.52296096172648,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,160.0,153.48222486714616,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,161.0,154.4414887725658,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,162.0,155.40075267798548,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,163.0,156.36001658340516,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,164.0,157.3192804888248,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,165.0,158.27854439424448,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,166.0,159.23780829966412,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,167.0,160.1970722050838,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,168.0,161.15633611050345,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,169.0,162.11560001592312,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,170.0,163.0748639213428,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,171.0,164.03412782676244,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,172.0,164.99339173218212,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,173.0,165.95265563760177,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,174.0,166.91191954302144,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,175.0,167.87118344844112,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,176.0,168.83044735386076,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,177.0,169.78971125928044,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,178.0,170.74897516470008,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,179.0,171.70823907011976,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,180.0,172.6675029755394,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,181.0,173.62676688095908,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,182.0,174.58603078637876,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,183.0,175.5452946917984,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,184.0,176.50455859721808,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,185.0,177.46382250263773,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,186.0,178.4230864080574,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,187.0,179.38235031347708,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,188.0,180.34161421889672,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,189.0,181.3008781243164,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,190.0,182.26014202973604,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,191.0,183.21940593515572,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,192.0,184.17866984057537,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,193.0,185.13793374599504,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,194.0,186.09719765141472,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,195.0,187.05646155683436,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,196.0,188.01572546225404,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,197.0,188.9749893676737,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,198.0,189.93425327309336,0.9592639054196634,-2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,199.0,190.89351717851304,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,200.0,191.85278108393268,0.9592639054196634,-2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,201.0,192.81204498935236,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,202.0,193.771308894772,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,203.0,194.73057280019168,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,204.0,195.68983670561136,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,205.0,196.649100611031,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,206.0,197.60836451645068,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,207.0,198.56762842187032,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,208.0,199.52689232729,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,209.0,200.48615623270965,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,210.0,201.44542013812932,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,211.0,202.404684043549,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,212.0,203.36394794896864,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,213.0,204.32321185438832,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,214.0,205.28247575980797,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,215.0,206.24173966522764,0.9592639054196634,-2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,216.0,207.20100357064732,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,217.0,208.16026747606696,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,218.0,209.11953138148664,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,219.0,210.07879528690628,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,220.0,211.03805919232596,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,221.0,211.9973230977456,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,222.0,212.95658700316528,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,223.0,213.91585090858496,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,224.0,214.8751148140046,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,225.0,215.83437871942428,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,226.0,216.79364262484393,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
